"","parameter","ID","blup_session1","blup_session2","blup_overall","subject"
"236","betaP",40,1.70638741422468,1.76979877812554,1.73809309617511,2090
"237","betaP",41,0.0210505095175608,0.0637535398411234,0.0424020246793421,2091
"238","betaP",42,0.488103579418543,1.69240207248554,1.09025282595204,2092
"239","betaP",43,0.560151509163127,1.08166236537675,0.82090693726994,2093
"240","betaP",44,0.330029355691578,0.955115575088103,0.64257246538984,2094
"241","betaP",45,0.24569866202224,1.09461935808859,0.670159010055414,2095
"242","betaP",46,0.610448141506633,1.12585031853887,0.868149230022752,2096
"243","betaP",47,0.619031004400581,1.65943343036534,1.13923221738296,2097
"244","betaP",48,0.369162042348204,0.97158132171291,0.670371682030557,2098
"245","betaP",49,0.310586704425756,0.584781064622821,0.447683884524289,2099
